DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,DSW,THC,LMS,SS,LX,YLG,CH,Q,q_t+1
8,0,0.63,0.2,0,4.2,0,153.69,13,4,1.2,7.5,9,11.1,11,152.42,13,4,1.2,7.5,9,11.1,11,159.28,1.3,0,4.4,0.9,1,0.9,1.5,166.14,1.3,0,4.4,0.9,1,0.9,1.5,166.14,1.3,2,1.05,0.9,1,3.5,1.5,173,1.3,2,1.05,0.9,1,3.5,1.5,198.1,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,269
13,4,1.2,7.5,9,11.1,11,152.42,13,4,1.2,7.5,9,11.1,11,159.28,1.3,0,4.4,0.9,1,0.9,1.5,166.14,1.3,2,1.05,0.9,1,3.5,1.5,173,1.3,2,1.05,0.9,1,3.5,1.5,173,1.3,2,1.05,0.9,1,3.5,1.5,198.1,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,260.5
13,4,1.2,7.5,9,11.1,11,159.28,1.3,0,4.4,0.9,1,0.9,1.5,166.14,1.3,2,1.05,0.9,1,3.5,1.5,173,1.3,2,1.05,0.9,1,3.5,1.5,198.1,1.3,2,1.05,0.9,1,3.5,1.5,198.1,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,252
1.3,0,4.4,0.9,1,0.9,1.5,166.14,1.3,2,1.05,0.9,1,3.5,1.5,173,1.3,2,1.05,0.9,1,3.5,1.5,198.1,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,239.33
1.3,2,1.05,0.9,1,3.5,1.5,173,1.3,2,1.05,0.9,1,3.5,1.5,198.1,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,226.66
1.3,2,1.05,0.9,1,3.5,1.5,198.1,0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,214
0.3,0.3,0.1,0.5,0,0.63,0,223.21,0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,214
0.3,0.3,0.1,0.5,0.5,0.63,0,248.31,0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,206.25
0.3,0.3,0.1,0.5,0.5,0.63,0,273.42,0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,198.5
0.3,0.3,0.33,0.37,0.3,0.63,0.3,286,0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,190.75
0.3,0.3,0.33,0.37,0.3,0.63,0.3,277.5,0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,183
0.3,0.3,0.33,0.37,0.3,0.63,0.3,269,0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,175.25
0,0,0.3,0.15,0,0.63,0.3,260.5,0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,167.5
0,0,0.3,0.15,0.5,0.85,0.3,252,0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,159.75
0,0,0.3,0.15,0.5,0.85,0.3,239.33,0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,152
0,0,0.3,0.1,0,0.85,0,226.66,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,147.93
0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,143.86
0,0,0.3,0.1,0,0.85,0,214,0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,139.79
0,0,0.3,0.1,0,0.85,0,206.25,0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,135.72
0,0,0.3,0.1,0,0.85,0,198.5,0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,131.65
0,0,0.3,0.1,0,0.85,0,190.75,0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,127.58
0,0,0.3,0.1,0,0.85,0,183,0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,123.51
0,0,0.3,0.1,0,0.85,0,175.25,0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,119.44
0,0,0.3,0.1,0,0.85,0,167.5,0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,115.37
0,0,0.3,0.1,0.3,0.85,0,159.75,0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,111.3
0,0,0.3,0.1,0.3,0.75,0,152,0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,107.23
0,0,0.3,0.1,0.3,0.75,0,147.93,0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,103.16
0,0,0.3,0.17,0,0.5,0,143.86,0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,99.1
0,0,0.3,0.17,0,0.5,0,139.79,0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,89.79
0,0,0.3,0.17,0,0.5,0,135.72,0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,91.7
0,0,0.1,0.1,0,0.5,0,131.65,0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,91.7
0,0,0.1,0.1,0,0.5,0,127.58,0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,90.12
0,0,0.1,0.1,0,0.5,0,123.51,0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,90.12,88.54
0,0,0.1,0.1,0,0.1,0.3,119.44,0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,90.12,0,0,0.1,0.1,0,0.1,0,88.54,86.96
0,0,0.1,0.1,0,0.1,0.3,115.37,0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,90.12,0,0,0.1,0.1,0,0.1,0,88.54,0,0,0.1,0.1,0,0.1,0,86.96,85.38
0,0,0.1,0.1,0,0.1,0.3,111.3,0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,90.12,0,0,0.1,0.1,0,0.1,0,88.54,0,0,0.1,0.1,0,0.1,0,86.96,0,0,0.1,0.1,0,0.1,0,85.38,83.8
0,0,0.1,0.1,0,0.1,0,107.23,0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,90.12,0,0,0.1,0.1,0,0.1,0,88.54,0,0,0.1,0.1,0,0.1,0,86.96,0,0,0.1,0.1,0,0.1,0,85.38,0,0,0.1,0.1,0,0.1,0,83.8,82.22
0,0,0.1,0.1,0,0.1,0,103.16,0,0,0.1,0.1,0,0.1,0,99.1,0,0,0.1,0.1,0,0.1,0,89.79,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,91.7,0,0,0.1,0.1,0,0.1,0,90.12,0,0,0.1,0.1,0,0.1,0,88.54,0,0,0.1,0.1,0,0.1,0,86.96,0,0,0.1,0.1,0,0.1,0,85.38,0,0,0.1,0.1,0,0.1,0,83.8,0,0,0.1,0.1,0,0.1,0,82.22,80.64
